Item Name,Description,Mfg Part #,Category,Rate,Item Type
A47,"A47 Fan Belt 1/2""wide 49""long",,Material:Belts,64.00000,Inventory
A48,"A48 Fan Belt 1/2""wide 50""long",,Material:Belts,65.40000,Inventory
A49,"A49 Fan Belt 1/2""wide 51""long",,Material:Belts,61.15000,Inventory
A50,"A50 Fan Belt 1/2""wide 52""long",,Material:Belts,66.05000,Inventory
A51,"A51 Fan Belt 1/2""wide 53""long",,Material:Belts,70.60000,Inventory
A52,"A52 Fan Belt 1/2""wide 54""long\CR",,Material:Belts,66.75000,Inventory
A53,"A53 Fan Belt 1/2""wide 55""long",,Material:Belts,73.25000,Inventory
A54,"A54 Fan Belt 1/2""wide 56""long",,Material:Belts,72.65000,Inventory
A55,"A55 Fan Belt 1/2""wide 57""long",,Material:Belts,70.25000,Inventory
A56,"A56 Fan Belt 1/2""wide 58""long",,Material:Belts,68.65000,Inventory
A57,"A57 Fan Belt 1/2""wide 59""long",,Material:Belts,69.20000,Inventory
A58,"A58 Fan Belt 1/2""wide 60""long",,Material:Belts,72.75000,Inventory
A59,"A59 Fan Belt 1/2""wide 61""long",,Material:Belts,76.10000,Inventory
A60,"A60 Fan Belt 1/2""wide 62""long",,Material:Belts,78.30000,Inventory
A61,"A61 Fan Belt 1/2""wide 63""long",,Material:Belts,80.25000,Inventory
A62,"A62 Fan Belt 1/2""wide 64""long",,Material:Belts,80.30000,Inventory
A63,"A63 Fan Belt 1/2""wide 65""long",,Material:Belts,80.20000,Inventory
A64,"A64 Fan Belt 1/2""wide 66""long",,Material:Belts,78.05000,Inventory
A65,"A65 Fan Belt 1/2""wide 67""long",,Material:Belts,84.50000,Inventory
A66,"A66 Fan Belt 1/2""wide 68""long",,Material:Belts,86.45000,Inventory
A67,"A67 Fan Belt 1/2""wide 69""long",,Material:Belts,84.65000,Inventory
A68,"A68 Fan Belt 1/2""wide 70""long",,Material:Belts,86.60000,Inventory
A69,"A69 Fan Belt 1/2""wide 71""long",,Material:Belts,88.45000,Inventory
A70,"A70 Fan Belt 1/2""wide 72""long",,Material:Belts,88.95000,Inventory
A71,"A71 Fan Belt 1/2""wide 73""long",,Material:Belts,93.70000,Inventory
A72,"A72 Fan Belt 1/2""wide 74""long",,Material:Belts,92.70000,Inventory
A74,"A74 Fan Belt 1/2""wide 76""long",,Material:Belts,95.50000,Inventory
A75,"A75 Fan Belt 1/2""wide 77""long",,Material:Belts,96.30000,Inventory
A76,"A76 Fan Belt 1/2""wide 78""long",,Material:Belts,96.35000,Inventory
A77,"A77 Fan Belt 1/2""wide 79""long",,Material:Belts,97.30000,Inventory
A78,"A78 Fan Belt 1/2""wide 80""long",,Material:Belts,82.88000,Inventory
A79,"A79 Fan Belt 1/2""wide 81""long",,Material:Belts,84.20000,Inventory
A80,"A80 Fan Belt 1/2""wide 82""long",,Material:Belts,85.60000,Inventory
A81,"A81 Fan Belt 1/2""wide 83""long",,Material:Belts,85.00000,Inventory
A82,"A82 Fan Belt 1/2"" wide 84""long",,Material:Belts,87.88000,Inventory
A83,"A83 Fan Belt 1/2"" wide 85""long",,Material:Belts,99.68000,Inventory
A84,"A84 Fan Belt 1/2""wide 86""long",,Material:Belts,87.08000,Inventory
A90,"A90 Fan Belt 1/2""wide 92""long",,Material:Belts,92.76000,Inventory
A91,"A91 Fan Belt 1/2""wide 93""long",,Material:Belts,89.64000,Inventory
A95,"A95 Fan Belt 1/2""wide 97""long",,Material:Belts,100.48000,Inventory
ACCESS FITTING-1/4 TEE ON RUN,"Access fitting, swivel tee, w/depressor, 1/4"" MFL x 1/4"" MFL x 1/4"" FFL swivel on run, 3/pack",1000049,Material:Refrigeration,53.83000,Inventory
ACCESS TEE 1/4 TEE ON BRANCH,"Access fitting, swivel tee, 1/4"" MFL x 1/4"" MFL x 1/4"" FFL swivel on branch, 3/pack",,Material:Refrigeration,38.30000,Inventory
ACETYLENE BOTTLE PURCHASE 10 CU,10 CU FT ACETYLENE TANK 1 TIME PURCHASE PRICE FOR BOTTLE,,Material,298.31000,Non Inventory
AE2415ZAA1A SWT,"Compressor, hermetic, low temp, 1/3 HP, POE, R404A, 115/1/60 volt, 5/16"" S x 1/4"" S",,Material,1188.14000,Inventory
AE4430Z-AA1A,"Reciprocating Compressor- High/Commercial Temp, 1/4 HP, Multi-Refrigerant, 115v, Discharge-1/4"", Suction-5/16"" Sweat",,Material:Refrigeration,993.39000,Inventory
AG13A020,"24V Normally Closed PopTop Actuator w/ 18"" Leads",,Material,161.75000,Inventory
AIR HANDLER BOX STAND,AIR HANDLER BOX STANDS SPECIAL ORDER TO FIT,,Material,620.60000,Inventory
AIR HANDLER STAND-17,17 TALL LG ADJ A/H STAND,VTBAHS2,Material,172.70000,Inventory
AIRHANDLER STAND-24,24 TALL LG ADJ A/H STAND,VTBAHS224,Material,189.13000,Inventory
AIRRF3TLFGB2424,AIRRF3TLFGB2424 24X24 LOUV. TBAR RETURN GRILL AIRGUIDE,,Material,207.11000,Inventory
AK61X1-3/16,"V-Belt Pulley: AK61, 1 Groove, 5.95 in OD, Fixed Bore, 1 3/16 in Bore, Cast Iron",,Material:Belts,159.90000,Inventory
AK71X1-1/8,"V-Belt Pulley: AK71, 1 Groove, 6.95 in OD, Fixed Bore, 1 1/8 in Bore, Cast Iron",,Material:Belts,160.47000,Inventory
AKB73456104,AKB73456104 Replace AC A/C Remote Control Compatible with LG Air Conditioner AKB73315601 AKB74375404 AKB74375403 AKB73757604 AKB74055413 AKB73315608 A,,Material,58.75000,Inventory
ALL CRAFT,DURO CRAFT EPOXY KIT 13-1/2 OZ ALL CRAFT,,Material,0.00000,Non Inventory
ALUM 24' EXTENSION LADDER,Werner D1300-2 24-ft (23-ft Reach Height) Aluminum Type 1 - 250 lbs. Load Capacity Extension Ladder,,Material,0.00000,Non Inventory
ALUM WALL BRACKET 18X24,"The Metal Shop - 007-840 - 3"" W x 18"" H x 24"" L Aluminum Wall Brackets, Max Capacity 400 lbs.",,Material,531.26000,Inventory
AMKJ-52-0803,Amerikooler J-52-0803 DART-STYLE DOOR SWEEP,,Material:Refrigeration,352.00000,Inventory
AMPL9D-1165,"American Panel 9D-1165 Monitoring System 100, Walk-In",AMPL9D-1165,Material:Refrigeration,698.64000,Inventory
APS1,"Support, 1.5"" Adjustable Rooftop Pipe Stand",APS1,Material,63.67000,Inventory
APV-12-12 12,MEAN WELL APV-12-12 12 VDC 1 Amp 12W Constant Voltage Mode Switching LED,,Material,59.70000,Inventory
ARC466A36,Replacement Remote Control for Daikin AC Air Conditioner ARC452A9 ARC452A10 ARC452A19 ARC452A20 ARC452A21 ARC452A23 ARC466A36,,Material,79.77000,Inventory
ARD10,ARD10 ROUND MOTORIZED DAMPER,,Material:Duct,0.00000,Inventory
ARMAFLEX GLUE,"Insulation cement, Aerocell, 1/2-pint, brush top, black color",ADH12PBTBLK,Material:Insulation,73.85000,Non Inventory
AS-104395-14,RUUD AS-104395-14 MICRO CHANNEL CONDENSER COIL BENT ASSEMBLY,AS-104395-14,Material,1551.80000,Inventory
ASIH1013,"UVPhotoMAX 12"" Dual Spectrum UVC Fixed Lamp Replacement AS-IH-1013",,Material,290.49000,Inventory
ATTIC LADDER,"LOUISVILLE LADDER Energy Efficient 7 ft. 8 in. to 10 ft. 3 in., 22.5 in. x 54 in. Insulated Aluminum Attic Ladder, 375 lbs. Load Capacity",,Material,722.07000,Inventory
AWS2510ZKZXC,"TECUMSEH Condensing Unit, Indoor, low temp, 2-1/2 HP, R404A, 208-230/3/60 volt",,Material:Refrigeration,5881.08000,Inventory
AWS2512ZKZ,"Tecumseh Compressor, hermetic, low temp, 2-1/4HP, R404A, 208-230/3/60 volt",,Material:Refrigeration,3474.46000,Inventory
AX 110,"AX110 Fan Belt 1/2"" wide 112""long",,Material:Belts,149.36000,Inventory
AX20,"AX20 Fan Belt 1/2""wide 20""long",,Material:Belts,66.45000,Inventory
AX21,"AX21 Fan Belt 1/2"" wide 23""long",,Material:Belts,53.61000,Inventory
AX22,"AX22 Fan Belt 1/2"" wide 24""long",,Material:Belts,56.07000,Inventory
AX23,"AX23 Fan Belt 1/2""wide 25""long",,Material:Belts,62.81000,Inventory
AX24,"AX24 Fan Belt 1/2""wide 24""long",,Material:Belts,61.69000,Inventory
AX25,"AX25 Fan Belt 1/2""wide 27""long",,Material:Belts,60.92000,Inventory
AX26,"AX26 Fan Belt 1/2""wide 28""long",,Material:Belts,60.23000,Inventory
AX27,"AX27 Fan Belt 1/2""wide 27""long",,Material:Belts,65.22000,Inventory
AX28,"AX28 Fan Belt 1/2""wide 28""long",,Material:Belts,61.95000,Inventory
AX29,"AX29 Fan Belt 1/2""wide 29""long",,Material:Belts,65.54000,Inventory
AX30,"AX30 Fan Belt 1/2""wide 32""long",,Material:Belts,68.00000,Inventory
AX31,"AX31 Fan Belt 1/2""wide 31""long",,Material:Belts,69.66000,Inventory
AX32,"AX32 Fan Belt 1/2""wide 32""long",,Material:Belts,77.20000,Inventory
AX33,"AX33 Fan Belt 1/2""wide 33""long",,Material:Belts,65.32000,Inventory
AX35,"AX35 Fan Belt 1/2""wide 35""long",,Material:Belts,68.27000,Inventory
AX38,"AX38 Fan Belt 1/2""wide 38""long",,Material:Belts,73.46000,Inventory
AX39,"AX39 Fan Belt 1/2""wide 41""long",,Material:Belts,63.83000,Inventory
AX41,"AX41 Fan Belt 1/2"" wide 43""long",,Material:Belts,82.55000,Inventory
AX42,"AX42 Fan Belt 1/2"" wide 44"" long",,Material:Belts,83.67000,Inventory
AX43,"AX43 Fan Belt 1/2""wide 43""long",,Material:Belts,78.65000,Inventory
AX44,"AX44 Fan Belt 1/2"" wide 46""long",,Material:Belts,74.80000,Inventory
AX45,"AX45 Fan Belt 1/2""wide 45""long",,Material:Belts,84.69000,Inventory
AX46,"AX46 Fan Belt 1/2""wide 46""long",,Material:Belts,79.77000,Inventory
AX47,"AX47 Fan Belt 1/2"" wide 49""long",,Material:Belts,70.35000,Inventory
AX51,"AX51 Fan Belt 1/2""wide 53""long",,Material:Belts,87.65000,Inventory
AX55,"AX55 Fan Belt 1/2""wide 55""long",,Material:Belts,92.29000,Inventory
AX56,"AX56 Fan Belt 1/2""wide 56""long",,Material:Belts,98.17000,Inventory
AX57,"AX57 Fan Belt 1/2""wide 57""long",,Material:Belts,85.56000,Inventory
AX58,"AX58 Fan Belt 1/2""wide 58""long",,Material:Belts,95.12000,Inventory
AX64,"AX64 Fan Belt 1/2"" wide 66""long",,Material:Belts,82.86000,Inventory
AX75,"AX75 Fan Belt 1/2""wide 77""long",,Material:Belts,99.21000,Inventory
B100,"B100 Fan Belt 21/32""wide 103""long",,Material:Belts,150.14000,Inventory
B112,"B112 Fan Belt 21/32""wide 115""long",,Material:Belts,159.99000,Inventory
B113,"B113 Fan Belt 21/32"" wide 116""long",,Material:Belts,160.47000,Inventory
B120,"B120 Fan Belt 21/32""wide 123""long",,Material:Belts,168.38000,Inventory
B12-310,B12-310 24V Solenoid Coil EMERSON,AMG-24,Material:Refrigeration,204.42000,Inventory
B124,"B124 Fan Belt 21/32""wide 127""long",,Material:Belts,187.08000,Inventory
B128,"B128 Fan Belt 21/32""wide 131""long",,Material:Belts,182.07000,Inventory
B130,"B130 Fan Belt 21/32""wide 133""long",,Material:Belts,174.36000,Inventory
B136,"B136 Fan Belt 21/32""wide 139""long",,Material:Belts,193.28000,Inventory
B140,"B140 Fan Belt 21/32""wide 143""long",,Material:Belts,194.70000,Inventory
B154,"B154 Fan Belt 21/32""wide 157""long",,Material:Belts,163.07000,Inventory
B22,"B22 Fan Belt 21/32""wide 25""long",,Material:Belts,53.45000,Inventory
B26,"B26 Fan Belt 21/32""wide 29""long",,Material:Belts,65.27000,Inventory
B27,"B27 Fan Belt 21/32""wide 30""long",,Material:Belts,56.12000,Inventory
B28,"B28 Fan Belt 21/32""wide 31""long",,Material:Belts,53.45000,Inventory
B29,"B29 Fan Belt 21/32""wide 32""long",,Material:Belts,68.11000,Inventory
B30,"B30 Fan Belt 21/32""wide 33""long",,Material:Belts,66.30000,Inventory
B31,"B31 Fan Belt 21/32""wide 34""long",,Material:Belts,56.01000,Inventory
B32,"B32 Fan Belt 21/32""wide 35""long",,Material:Belts,55.96000,Inventory
B34,"B34 Fan Belt 21/32""wide 37""long",,Material:Belts,60.24000,Inventory
B35,"B35 Fan Belt 21/32""wide 38""long",,Material:Belts,57.03000,Inventory
B36,"B36 Fan Belt 21/32""wide 39""long",,Material:Belts,63.15000,Inventory
B37,"B37 Fan Belt 21/32""wide 40""long",,Material:Belts,63.56000,Inventory
B38,"B38 Fan Belt 21/32""wide 41""long",,Material:Belts,67.57000,Inventory
B39,"B39 Fan Belt 21/32""wide 42""long",,Material:Belts,64.63000,Inventory
B40,"B40 Fan Belt 21/32""wide 43""long",,Material:Belts,70.62000,Inventory
B41,"B41 Fan Belt 21/32""wide 44""long",,Material:Belts,67.41000,Inventory
B43,"B43 Fan Belt 21/32""wide 46""long",,Material:Belts,78.97000,Inventory
B44,"B44 Fan Belt 21/32""wide 47""long",,Material:Belts,80.90000,Inventory
B45,"B45 Fan Belt 21/32""wide 48""long",,Material:Belts,93.40000,Inventory
B46,"B46 Fan Belt 21/32""wide 49""long",,Material:Belts,83.14000,Inventory
B47,"B47 Fan Belt 21/32""wide 50""long",,Material:Belts,80.84000,Inventory
B48,"B48 Fan Belt 21/32""wide 51""long",,Material:Belts,84.66000,Inventory
B49,"B49 Fan Belt 21/32""wide 52""long",,Material:Belts,80.79000,Inventory
B50,"B50 Fan Belt 21/32""wide 53""long",,Material:Belts,84.10000,Inventory
B51,"B51 Fan Belt 21/32""wide 54""long",,Material:Belts,83.41000,Inventory
B52,"B52 Fan Belt 21/32""wide 55""long",,Material:Belts,87.79000,Inventory
B53,"B53 Fan Belt 21/32""wide 56""long",,Material:Belts,86.08000,Inventory
B54,"B54 Fan Belt 21/32""wide 57""long",,Material:Belts,80.52000,Inventory
B55,"B55 Fan Belt 21/32""wide 58""long",,Material:Belts,93.79000,Inventory
B57,"B57 Fan Belt 21/32""wide 60""long",,Material:Belts,92.02000,Inventory
B58,"B58 Fan Belt 21/32""wide 61""long",,Material:Belts,83.20000,Inventory
B59,"B59 Fan Belt 21/32""wide 62""long",,Material:Belts,92.02000,Inventory
B60,"B60 Fan Belt 21/32""wide 63""long",,Material:Belts,89.20000,Inventory
B61,"B61 Fan Belt 21/32""wide 64""long",,Material:Belts,89.62000,Inventory
B62,"B62 Fan Belt 21/32""wide 65""long",,Material:Belts,92.00000,Inventory
B65,"B65 Fan Belt 21/32""wide 68""long",,Material:Belts,89.71000,Inventory
B67,"B67 Fan Belt 21/32""wide 70""long",,Material:Belts,89.88000,Inventory
B68,"B68 Fan Belt 21/32""wide 71""long",,Material:Belts,93.72000,Inventory
B69,"B69  Fan Belt 21/32""wide 72""long",,Material:Belts,87.21000,Inventory
B70,"B70 Fan Belt 21/32""wide 73""long",,Material:Belts,88.86000,Inventory
B70DHV,"The Broan 70 Pint Dehumidifier's compact design and horizontal or vertical discharge make it a great fit in tight, low-clearance applications where mo",B70DHV,Material,0.00000,Inventory
B71,"B71 Fan Belt 21/32""wide 74""long",,Material:Belts,90.63000,Inventory
B72,"B72 Fan Belt 21/32""wide 75""long",,Material:Belts,91.38000,Inventory
B73,"B73 Fan Belt 21/32""wide 76""long",,Material:Belts,91.81000,Inventory
B74,"B74 Fan Belt 21/32""wide 77""long",,Material:Belts,94.37000,Inventory
B77,"B77 Fan Belt 21/32""wide 80""long",,Material:Belts,97.80000,Inventory
B78,"B78 Fan Belt 21/32""wide 81""long",,Material:Belts,75.06000,Inventory
B79,"B79 Fan Belt 21/32""wide 82""long",,Material:Belts,116.37000,Inventory
B81,"B81 Fan Belt 21/32""wide 84""long",,Material:Belts,106.62000,Inventory
B84,"B84 Fan Belt 21/32""wide 87""long",,Material:Belts,125.02000,Inventory
B85,"B85 Fan Belt 21/32""wide 88""long",,Material:Belts,123.65000,Inventory
B91,"B91 Fan Belt 21/32""wide 94""long",,Material:Belts,134.40000,Inventory
B92,"B92 Fan Belt 21/32""wide 95""long",,Material:Belts,141.28000,Inventory
B93,"B93 Fan Belt 21/32""wide 96""long",,Material:Belts,137.43000,Inventory
B95,"B95 Fan Belt 21/32""wide 98""long",,Material:Belts,144.45000,Inventory
BATTERY 9V,BATTERY 9 VOLT,,Material,30.28000,Non Inventory
BATTERY AA,BATTERY AA,,Material,3.07000,Non Inventory
BATTERY AAA,BATTERY AAA,,Material,3.68000,Non Inventory
BAYHTR1510BRKC,TRANE BAYHTR1510BRKC HEATER; 10KW HEATER W/BREAKER,,Material,347.75000,Inventory
BAYSF1235BAA,"TRANE BAYSF1235BAA1 IN FILTER AND INSULATED FRAME, 23.5 IN",,Material,251.21000,Inventory
BBM11AG,"HEAT CRAFT BBM11AG Unit cooler, reach-in, air defrost, back bar, 1100 BTUH +25°F, 115/1/60 volt, 14"" H x 5-1/2"" W x 19-3/4"" L",BBM11AG,Material:Refrigeration,1145.01000,Inventory
BLACK CAULK,FLEX ULTRA BLACK CAULK,,Material,56.37000,Inventory
BLACK DUCT TAPE,FAS950BLACK 60 YARD BLACK DUCT TAPE,,Material,0.00000,Non Inventory
BLADE UTILITY KNIFE,Heavy-Duty Utility Knife Blades,,Material,16.18000,Non Inventory
BLASTER 134A,BLASTER R-134A A/C STRAIGHT GAS 12OZ FOR AUTOMOTIVE CAR CHARGING,,Material:Refrigerant,102.48000,Non Inventory
BLU-QR1YR,"UV Stick Light BLU QR® 1-Year UV Stick Light; Volts: 24; Lamp Length: 18""; Wt. Lbs.: 1;",,Material,218.55000,Inventory
BMP-4X2,"TD042LS BMP 4""X2"" CONDENSER CLIPS DADE APPROVED W/SCREWS",,Material,0.00000,Inventory
BMTD062,"BMTD062 BMP 6""X2"" FAT CAT TIE DOWNS 4-PACK",BMTD062,Material,0.00000,Inventory
BOHN BEACON II SENSOR,89904904\CRBeacon II Sensor,,Material:Refrigeration,151.73000,Inventory
"""BOLT 1/4""-20X1 1/2""""","Full Thread Hex Tap Bolts, 1/4-20 x 1-1/2, Piece-100, zinc",,Material,0.90000,Non Inventory
"""BOLT-1/2""X1 1/2""""","HEX BOLT 1/2""X1 1/2""",,Material,0.00000,Non Inventory
BOOT COVERS,Waterproof Shoe Covers Disposable Non-Slip Extra Large Boot Cover - (40 Pairs),,Material,174.80000,Non Inventory
BOOT RAILS,BOOT RAILS CLIPS FOR CANS RUFF IN,,Material,4.03000,Inventory
BOSCH EXT PARTS WARRANTY,BOSCH EXT PARTS WARRANTY 4.0-6.0 TON 2-5 YEARS,,Material,740.44000,Non Inventory
BOX02959,MAIN PCB BOARD (CONTROL ASSEMBLY),,Material,518.54000,Inventory
BRASS 90 ST-3/4,"3/4"" Threaded Brass 90 Deg Street Elbow (Lead Free)",,Material,54.83000,Inventory
"""BRASS 90-1""""","BRASS 90 1"" FPTXFPT",,Material,67.25000,Inventory
BRASS 90-3/4,"3/4"" FIP Brass 90-Degree Elbow (Lead Free)",,Material,41.28000,Inventory
"""BRASS 90ST-1""""","BRASS 90ST-1"" FPTXMPT",,Material,93.89000,Inventory
"""BRASS NIPPLE 1 1/2"" CLOSE""","BRASS NIPPLE 1 1/2"" CLOSE THREADS",,Material,62.97000,Inventory
"""BRASS NIPPLE 1"" CLOSE MPT""",1 in. x Close MNPT Schedule 40 Standard Global Brass Nipple,,Material,64.25000,Inventory
"""BRASS NIPPLE 1"" X 4""""",1 x 4 in. MNPT Global Brass Nipple,,Material,109.18000,Inventory
"""BRASS NIPPLE 1"" X 6""""",1 x 6 in. MNPT Global Brass Nipple,,Material,160.80000,Inventory
"""BRASS NIPPLE 1""X3""""","BRASS NIPPLE 1""X3""",,Material,83.85000,Inventory
"""BRASS NIPPLE 3/4"" X 4 1/2""""","3/4"" x 4 1/2"" Brass Nipple (Lead Free)",,Material,89.15000,Inventory
"""BRASS NIPPLE 3/4"" X 5""""","3/4"" x 5"" Brass Nipple (Lead Free)",,Material,98.40000,Inventory
"""BRASS NIPPLE 3/4""X4""""","BRASS NIPPLE 3/4""X4""",,Material,94.25000,Inventory
"""BRASS NIPPLE-3/4 X 3 1/2""""","BRASS NIPPLE-3/4 X 3 1/2""",,Material,81.05000,Inventory
BRASS NIPPLE-3/4X2,"3/4"" x 2"" Brass Nipple (Lead Free)",,Material,28.31000,Inventory
BRASS NIPPLE-3/4X3,"3/4"" x 3"" Brass Nipple (Lead Free)",,Material,41.47000,Inventory
BRAZING ALLOY,"Brazing alloy, 5% silver, 1 Lb tube",,Material,251.47000,Non Inventory
BROB98DHV,BROAN BROB98DHV 98 PINT PER DAY DEHUMIDIFIER,,Equipment,3614.91000,Inventory
BUTT CONNECTOR 16-14,Insulation: Vinyl; Wire Gauge: 16-14; Description: Butt Connector; Pkg. Qty.: 25,,Material:Wire,0.00000,Non Inventory
BUTT CONNECTOR 22-18,Insulation: Vinyl; Wire Gauge: 22-18; Description: Butt Connector; Pkg. Qty.: 25,,Material:Wire,0.00000,Non Inventory
BX136,"BX136 Fan Belt 21/32""wide139""long",,Material:Belts,194.21000,Inventory
BX144,"BX144 Fan Belt 21/32""wide 144""long",,Material:Belts,206.50000,Inventory
BX25,"BX25 Fan Belt 1/2"" wide 28"" long",,Material:Belts,56.01000,Inventory
BX27,"BX27 Fan Belt 21/32""wide 30""long",,Material:Belts,84.16000,Inventory
BX28,"BX28 Fan Belt 21/32""wide 31""long",,Material:Belts,87.04000,Inventory
BX34,"BX34 Fan Belt 21/32""wide 34""long",,Material:Belts,89.77000,Inventory
BX35,"BX35 Fan Belt 21/32""wide 35""long",,Material:Belts,80.98000,Inventory
BX36,"BX36 Fan Belt 21/32""wide 39""long",,Material:Belts,96.01000,Inventory
BX37,"BX37 Fan Belt 21/32""wide 40""long",,Material:Belts,87.71000,Inventory
BX38,"BX38 Fan Belt 21/32""wide 41""long",,Material:Belts,82.56000,Inventory
BX39,"BX39 Fan Belt 21/32""wide 42""long",,Material:Belts,87.40000,Inventory
BX41,"BX41 Fan Belt 21/32""wide 41""long",,Material:Belts,89.62000,Inventory
BX42,"BX42 Fan Belt 21/32""wide 42""long",,Material:Belts,96.04000,Inventory
BX44,"BX44 Fan Belt 21/32""wide 44""long",,Material:Belts,87.47000,Inventory
BX45,"BX45 Fan Belt 21/32""wide 45""long",,Material:Belts,99.00000,Inventory
BX46,"BX46 Fan Belt 21/32""wide 46""long",,Material:Belts,94.16000,Inventory
BX47,"BX47 Fan Belt 21/32"" wide 50""long",,Material:Belts,89.75000,Inventory
BX48,"BX48 Fan Belt 21/32""wide 51""long",,Material:Belts,99.98000,Inventory
BX49,"BX49 Fan Belt 21/32""wide 49""long",,Material:Belts,96.69000,Inventory
BX50,"BX50 Fan Belt 21/32""wide 50""long",,Material:Belts,109.65000,Inventory
BX51,"BX51 Fan Belt 21/32""wide 51""long",,Material:Belts,104.26000,Inventory
BX52,"BX52 Fan Belt 21/32"" wide 55""long",,Material:Belts,103.56000,Inventory
BX54,"BX54 Fan Belt 21/32"" wide 54""long",,Material:Belts,133.66000,Inventory
BX56,"BX56 Fan Belt 21/32""widw 56""long",,Material:Belts,105.01000,Inventory
BX57,"BX57 Fan Belt 21/32""wide 60""long",,Material:Belts,107.64000,Inventory
BX58,"BX58 Fan Belt 21/32""wide 61""long",,Material:Belts,120.39000,Inventory
BX59,"BX59 Fan Belt 21/32""wide 59""long",,Material:Belts,110.94000,Inventory
BX60,"BX60 Fan Belt 21/32""wide 60""long",,Material:Belts,121.00000,Inventory
BX61,"BX61 Fan Belt 21/32""wide 61""long",,Material:Belts,109.74000,Inventory
BX62,"BX62 Fan Belt 21/32""wide 62""long",,Material:Belts,111.71000,Inventory
BX63,"BX64 Fan Belt 21/32""wide 66""long",,Material:Belts,113.15000,Inventory
BX64,"BX64 Fan Belt 21/32""wide 64""long",,Material:Belts,126.90000,Inventory
BX65,"BX65 Fan Belt 21/32""wide 65""long",,Material:Belts,118.90000,Inventory
BX66,"BX66 Fan Belt 21/32""wide 66""long",,Material:Belts,117.96000,Inventory
BX67,"BX67 Fan Belt 21/32""wide 70""long",,Material:Belts,122.84000,Inventory
Bx68,"Bx68 Fan Belt 21/32""wide 68""long",,Material:Belts,130.11000,Inventory
BX71,"BX71 Fan Belt 21/32""wide 71""long",,Material:Belts,130.41000,Inventory
BX74,"BX74 Fan Belt 21/32"" wide 77""long",,Material:Belts,128.53000,Inventory
BX77,"BX77 Fan Belt 21/32""wide 80""long",,Material:Belts,135.42000,Inventory
BX81,"BX81 Fan Belt 21/32""wide 84""long",,Material:Belts,159.52000,Inventory
BX83,"BX83 Fan Belt 21/32""wide 86""long",,Material:Belts,164.74000,Inventory
BX90,"BX90 Fan Belt 21/32""wide 93""long",,Material:Belts,171.33000,Inventory
BX93,"BX93 Fan Belt 21/32""wide 96""long",,Material:Belts,179.89000,Inventory
BX95,"BX95 Fan Belt 21/32""wide 98""long",,Material:Belts,160.47000,Inventory
BX99,"BX99 Fan Belt 21/32"" wide 102""long",,Material:Belts,158.45000,Inventory
C/2R107,C/2R107 V460SP1 EE REV MOTOR,,Material,389.43000,Inventory
C15239A,"Perlick C15239A Fan Motor, 120V, 60HZ",,Material:Refrigeration,276.05000,Inventory
C7189R1004/U,Red LINK™ Wireless Indoor Sensor,,Material,252.54000,Inventory
C7189U1005/U,Indoor Sensor for Vision PRO® Wired Thermostat Color: White; Description: Indoor Sensor; Connected: Yes;,,Material,182.24000,Inventory
C72313,"Marley OEM Turbine Oil Iso 100 For Bearing Assembly, 1 Qt. - C72313",,Material,234.03000,Inventory
C8IA41>38DOT,"Continental Refrigeration C8IA41>38DOT Temperature Control, Electronic, IG/WH/SPLI",,Material:Refrigeration,706.66000,Inventory
CA0400X037,"CONGRESS V-Belt Pulley: 1 Groove, 4 in OD, Fixed Bore, 3/8 in Bore, For 4L/A Belt Section, Zinc",,Material,109.35000,Inventory
CALGON EVAP FOAM,CALGON EVAP FOAM NI RINSE 18OZ AEROSOL,,Material,68.95000,Non Inventory
CAN-10X10,10X10 R6 FIBERGLASS CAN,CAN1010R6,Material:Duct,51.25000,Inventory
CAN-10X6,10X6 R6 FIBERGLASS CAN,CAN1006R6,Material:Duct,48.92000,Inventory
CAN-12X12,CAN1212R6 FIBERGLASS CAN,,Material,61.05000,Inventory
CAN-12X6,12X6 R6 FIBERGLASS CAN,CAN1206R6,Material:Duct,0.00000,Inventory
CAN-12X8,12X8 R6 FIBERGLASS CAN,CAN1208R6,Material:Duct,0.00000,Inventory
CAN-14X14,CAN1414R6 FIBERGLASS CAN,,Material,79.34000,Inventory
CAN-14X6,CAN1406R6 14X6 R6 FIBERGLASS CAN,,Material:Duct,59.19000,Inventory
CAN-6X4,6X4 R6 FIBERGLASS CAN,CAN0604R6,Material:Duct,0.00000,Inventory
CAN-6X6,6X6 R6 FIBERGLASS CAN,CAN0606R6,Material:Duct,0.00000,Inventory
CAN-8X4,8X4 R6 FIBERGLASS CAN,CAN0804R6,Material:Duct,0.00000,Inventory
CAN-8X6,8X6 R6 FIBERGLASS CAN,CAN0806R6,Material:Duct,0.00000,Inventory
CAN-8X8,8X8 R6 FIBERGLASS CAN,CAN0808R6,Material:Duct,0.00000,Inventory
CAP REPORT,LIST OF ALL EQUIPMENT AT CUSTOMER LOCATION,,,0.00000,Non Inventory
CAS-HVAC4,"RTU with Electric Heat and 20"" Direct Drive Plenum Fan, 240V 3 phase, 60KW maximum - 1 modulating stage & 3\CROn/Off Stages.",,Equipment,75999.94000,Inventory
CAULK GUN,CAULK GUN,,Material,38.39000,Non Inventory
CHANGE ORDER,CHANGE ORDER,,Material,0.00000,Non Inventory
