Item Name,Description,Mfg Part #,Category,Rate,Item Type
200-R32,"Refrigerant R32, 20 Lb. Cylinder",,Material:Refrigerant,79.30000,Inventory
204-56,Refrigeration Coil Sensor 33-60406-02,,Material,0.00000,Inventory
204-57,Refrigeration Cabinet Sensor 334-60405-02,,Material,0.00000,Inventory
204-58,Refrigeration Discharge Sensor 334-60407-02,,Material,0.00000,Inventory
205-02,Door Closer (all),,Material,0.00000,Inventory
205-03,"18"" Heavy Duty Door Closer",,Material,0.00000,Inventory
205-05,Hinge,,Material,0.00000,Inventory
205-55,Defrost Fan Delay 2 Wire,,Material,0.00000,Inventory
205-59,Defrost Thermostat 3-wire (sl5708) Heat Limit,,Material,0.00000,Inventory
205-60,Defrost Thermostat 3-wire (sl5709) Terminator,,Material,0.00000,Inventory
20595,TRAULSEN 5 OZ. GASKET GLUE,,Material:Refrigeration,174.28000,Inventory
20A65,E30-Smart Thermostat Wi-Fi Non-Communicating Touchscreen universal 3 heat/ 2 Cool,20A65,Material,1016.60000,Inventory
20A65G,E30-Smart Thermostat Wi-Fi Non-Communicating Touchscreen universal 3 heat/ 2 Cool,22A65,Material,0.00000,Inventory
219-4808,DELFIELD Thermostat/Defrost Probe for Delfield,,Material:Refrigeration,207.00000,Inventory
219-4809,"DELFIELD 118"" Probe Temperature Sensor",,Material:Refrigeration,198.09000,Inventory
22 GA GALV L-ANGLE,22 GA GALV L-ANGLE  10',,Material,95.86000,Inventory
22K27,"Merit, ML14XC1, 4 Ton Commercial Air Conditioner R-410A Up to 16.00 SEER",,Equipment,3493.20000,Inventory
22V24,"S40, Touchscreen Smart Thermostat Wi-Fi Touchscreen Universal 3 Heat/2 Cool",22V24,Material,1177.00000,Inventory
22V25,Lennox S40 Smart Room Sensor,22V25,Material,258.24000,Inventory
23A64,"Lennox Merit ML17XC1, ML17XC1-018-230, 1.5 Ton, Up to 18.00 SEER, 14.3 SEER2, 208-230 VAC 1 Ph 60Hz Single-Stage Air Conditioner",23A64,Equipment,0.00000,Inventory
241-16,Tarp,,Material,0.00000,Inventory
246-21,Ceiling Tile 150-0507,,Material,0.00000,Inventory
247-15,SPLICE COLLAR ALL SIZES,,Material,0.00000,Inventory
248-30,LINE CHASE ALL SIZES,,Material,0.00000,Inventory
2-5/8SDS,2-5/8 in. x 11-3/8 in. SDS-MAX Core Bit,,Material,422.65000,Non Inventory
250-10,2 in. x 4 in. x 92 5/8 in. #2 Premium Grade Whitewood Stud,,Material,23.26000,Inventory
250-11,1 in. x 4 in. x 8 ft. Furring Strip Board,,Material,23.45000,Inventory
250-12,5445 9/16 in. x 2-1/4 in. x 7 ft. PVC Composite White Colonial Casing Molding,,Material,52.08000,Inventory
250-15,Wood 4x4 Pt (8 Ft),,Material,0.00000,Inventory
250-20,19/32 in. x 4 ft. x 8 ft. BC Sanded Pine Plywood,,Material,183.18000,Inventory
250-21,PLYWOOD Treated 4x8 Per Sheet,,Material,0.00000,Inventory
250-58,METAL SHOP 21.5 X 22 INSULATED STAND,,Material:Duct,0.00000,Inventory
250-59,"METAL SHOP 24 1/2"" X 22 DUCTED AIR HANDLER STAND",,Material:Duct,0.00000,Inventory
250-701,HURRICANE BEAM ONLY 3' I BEAM FOR COND STAND,,Material,99.72000,Inventory
250-702,HURRICANE BEAM ONLY 6' I BEAM FOR COND STAND,,Material,165.03000,Inventory
250-732,"HURRICANE LEG ONLY 18"" TALL LEG FOR COND STAND",,Material,225.25000,Inventory
253-04,"4"" Flex Duct (25' Long)",ATC3604,Material:Duct,106.04000,Inventory
253-05,"5"" Flex Duct (25' Long)",ATC3605,Material:Duct,124.32000,Inventory
253-06,"6"" Flex Duct (25' Long)",ATC3606,Material:Duct,139.24000,Inventory
253-07,"7"" Flex Duct (25' Long)",ATC3607,Material:Duct,153.20000,Inventory
253-08,"8"" Flex Duct (25' Long)",ATC3608,Material:Duct,166.12000,Inventory
253-09,"9"" Flex Duct (25' Long)",ATC3609,Material:Duct,188.24000,Inventory
253-10,"10"" Flex Duct (25' Long)",ATC3610,Material:Duct,156.00000,Inventory
253-12,"12"" Flex Duct (25' Long)",ATC3612,Material:Duct,194.46000,Inventory
253-14,"14"" Flex Duct (25' Long)",ATC3614,Material:Duct,235.11000,Inventory
253-16,"16"" Flex Duct (25' Long)",ATC3616,Material:Duct,270.06000,Inventory
253-18,"18"" Flex Duct (25' Long)",ATC3618,Material:Duct,262.25000,Inventory
253-20,"20"" Flex Duct (25' Long)",ATC3620,Material:Duct,308.73000,Inventory
254-00,"Duct Board 1.5"" (per Sheet)",,Material:Duct,183.80000,Inventory
254-01,"Duct Board 1"" (per Sheet)",,Material:Duct,152.89000,Inventory
254-71,Triangle Med.,,Material:Duct,0.00000,Inventory
254-72,Triangle Large,,Material:Duct,162.00000,Inventory
254-78,Reducer Box (all Sizes),,Material:Duct,0.00000,Inventory
255-08,1/4X1/2 AC ACCOFLEX RUBB EA,TUBR1412,Material:Insulation,17.27000,Inventory
255-09,3/8X1/2 AC ACCOFLEX RUBB EA,TUBR3812,Material:Insulation,19.07000,Inventory
255-10,1/2X1/2 AC ACCOFLEX RUBB PC,TUBR1212,Material:Insulation,20.35000,Inventory
255-11,5/8X1/2 AC ACCOFLEX RUBB PC,TUBR5812,Material:Insulation,22.34000,Inventory
255-12,3/4X1/2 AC ACCOFLEX RUBB PC,TUBR3412,Material:Insulation,23.11000,Inventory
255-13,7/8X1/2 AC ACCOFLEX RUBB PC,TUBR7812,Material:Insulation,25.04000,Inventory
255-14,11/8X1/2 AC ACCOFLEX RUB PC,TUBR11812,Material:Insulation,28.02000,Inventory
255-15,13/8X1/2 AC ACCOFLEX RUB EA,TUBR13812,Material:Insulation,30.82000,Inventory
255-16,15/8X1/2 AC ACCOFLEX RUB EA,TUBR15812,Material:Insulation,35.44000,Inventory
255-17,21/8X1/2 AC ACCOFLEX RUB EA,TUBR21812,Material:Insulation,45.20000,Inventory
255-18,3/8X3/4 AC ACCOFLEX (40) EA,TUBR3834,Material:Insulation,28.76000,Inventory
255-19,1/2X3/4 AC ACCOFLEX RUBB EA,TUBR1234,Material:Insulation,31.27000,Inventory
255-20,5/8X3/4 AC ACCOFLEX RUBB EA,TUBR5834,Material:Insulation,34.08000,Inventory
255-21,7/8X3/4 AC ACCOFLEX RUBB EA,TUBR7834,Material:Insulation,40.70000,Inventory
255-22,11/8X3/4 AC ACCOFLEX RUB EA,TUBR11834,Material:Insulation,49.76000,Inventory
255-23,13/8X3/4 AC ACCOFLEX RUB EA,TUBR13834,Material:Insulation,56.82000,Inventory
255-24,15/8X3/4 AC ACCOFLEX RUB EA,TUBR15834,Material:Insulation,62.81000,Inventory
255-25,21/8X3/4 AC ACCOFLEX RUB EA,TUBR21834,Material:Insulation,76.40000,Inventory
255-27,"3/8"" insulation ID x 1"" wall, sold in 6' length (PRICED PER FOOT)",38X1,Material:Insulation,14.64000,Inventory
255-28,"1/2"" insulation ID x 1"" wall, sold in 6' length (PRICED PER FOOT)",12X1,Material:Insulation,15.78000,Inventory
255-29,"5/8"" insulation ID x 1"" wall, sold in 6' length (PRICED PER FOOT)",58X1,Material:Insulation,16.82000,Inventory
255-30,"3/4"" insulation ID x 1"" wall, sold in 6' length (PRICED PER FOOT)",34X1,Material:Insulation,18.62000,Inventory
255-31,"7/8"" insulation ID x 1"" wall, sold in 6' length",78X1,Material:Insulation,20.74000,Inventory
255-32,"1-1/8"" insulation ID x 1"" wall, sold in 6' length",118X1,Material:Insulation,25.14000,Inventory
255-33,"1-3/8"" insulation ID x 1"" wall, sold in 6' length (PRICED PER FOOT)",138X1,Material:Insulation,29.15000,Inventory
255-34,"1-5/8"" insulation ID x 1"" wall, sold in 6' length",158X1,Material:Insulation,105.61000,Inventory
255-35,"2-1/8"" insulation ID x 1"" wall, sold in 6' length (PRICED PER FOOT)",218X1,Material:Insulation,38.91000,Inventory
255-36,"3-1/8"" insulation ID x 1"" wall, sold in 6' length (PRICED PER FOOT)",318X1,Material:Insulation,55.43000,Inventory
255-40,36X48X1/2 PREFLEX SHT FL EA,,Material:Insulation,160.56000,Inventory
255-50,"Tubing insulation, elastomer, unsplit, 1-5/8"" insulation ID x 1-1/2"" wall",,Material:Insulation,109.02000,Inventory
25C86,"Lennox Merit, ML14KC1, 1.5 Ton Single-Stage Air Conditioner 1 Phase R-454B Meets or exceeds 14.30 SEER2",25C86,Equipment,2426.07000,Inventory
25C87,"Lennox Merit, ML14KC1, 2 Ton Single-Stage Air Conditioner 1 Phase R-454B Meets or exceeds 14.30 SEER2",25C87,Equipment,2495.24000,Inventory
25C89,"Merit, ML14KC1, 3 Ton\CRSingle-Stage Air Conditioner\CR1 Phase\CRR-454B\CRMeets or exceeds 14.30 SEER2",25C89,Equipment,0.00000,Inventory
25C93,"Merit, ML14KC1, 3.5 Ton\CRSingle-Stage Air Conditioner\CR1 Phase\CRR-454B\CRMeets or exceeds 14.30 SEER2",25C93,Equipment,0.00000,Inventory
25C95,"Lennox Merit, ML14KC1, 4 Ton Single-Stage Air Conditioner 1 Phase R-454B Meets or exceeds 14.30 SEER2",,Equipment,3425.04000,Inventory
25C96,"Merit, ML14KC1, 4 Ton\CRSingle-Stage Air Conditioner\CR1 Phase\CRR-454B\CRMeets or exceeds 14.30 SEER2",25C96,Equipment,0.00000,Inventory
25C98,"Merit, ML14KC1, 5 Ton\CRSingle-Stage Air Conditioner\CR1 Phase\CRR-454B\CRMeets or exceeds 14.30 SEER2",25C98,Equipment,0.00000,Inventory
25F47,"Merit, ML14KP1, 1.5 Ton Single-Stage Heat Pump 1 Phase R-454B 14.3 SEER2 Meets or exceeds 7.5 HSPF2",,Equipment,3188.61000,Inventory
25J28,"Merit, CBK45UHPT, 2 Ton Air Handler Up flow/Horizontal R-454B",,Equipment,1616.67000,Inventory
25J39,"CBK45UHET, 2 Ton Air-Handler Up flow/Horizontal R-454B",,Equipment,1774.29000,Inventory
25J44,"Lennox CBK45UHET, 4 Ton Air-Handler Up flow/Horizontal R-454B",25J44,Equipment,1976.64000,Inventory
25J66,"Lennox Elite, CBK47UHET, 1.5 Ton Air-Handler Up flow/Horizontal R-454B",25J66,Equipment,2061.84000,Inventory
25J67,"Lennox Elite, CBK47UHET, 2 Ton Air-Handler Up flow/Horizontal R-454B",25J67,Equipment,2071.52000,Inventory
25J68,"Elite, CBK47UHET, 2.5 Ton\CRAir-Handler\CRUpflow/Horizontal\CRR-454B",25J68,Equipment,0.00000,Inventory
25J69,"Lennox Elite, CBK47UHET, 3 Ton Air-Handler Up flow/Horizontal R-454B",25J69,Equipment,2386.10000,Inventory
25J70,"Lennox Elite, CBK47UHET, 3.5 Ton Air-Handler Up flow/Horizontal R-454B",25J70,Equipment,2529.48000,Inventory
25J71,"Lennox Elite, CBK47UHET, 4 Ton Air-Handler Up flow/Horizontal R-454B",25J71,Equipment,2741.34000,Inventory
25J74,"Lennox Elite, CBK47UHET, 5 Ton Air-Handler Up flow/Horizontal R-454B",25J74,Equipment,3053.78000,Inventory
25J75,"Lennox DLSC, CBK48MVT, 1.5 - 2 Ton Air-Handler Multi-Position R-454B Communicating",25J75,Equipment,3173.62000,Inventory
25J76,"Lennox DLSC, CBK48MVT, 2.4 Ton Air-Handler Multi-Position R-454B Communicating",25J76,Equipment,3235.47000,Inventory
25J77,"DLSC, CBK48MVT, 3 Ton\CRAir-Handler\CRMulti-Position\CRR-454B\CRCommunicating",25J77,Equipment,0.00000,Inventory
25J78,"Lennox DLSC, CBK48MVT, 3.5 Ton Air-Handler Multi-Position R-454B Communicating",25J78,Equipment,3120.12000,Inventory
25J79,"Lennox DLSC, CBK48MVT, 4 Ton Air-Handler Multi-Position R-454B Communicating",25J79,Equipment,3593.06000,Inventory
25J80,"Lennox DLSC, CBK48MVT, 5 Ton Air-Handler Multi-Position R-454B Communicating",25J80,Equipment,4401.98000,Inventory
25U58,"Elite, EL18KCV, 2 Ton\CRVariable Speed Air Conditioner\CR1 Phase\CRR-454B\CRUp to 19.50 SEER2",25U58,Equipment,0.00000,Inventory
25U59,"Elite, EL18KCV, 3 Ton Variable Speed Air Conditioner 1 Phase R-454B Up to 19.50 SEER2",25U59,Equipment,5266.54000,Inventory
25U60,"Lennox Elite, EL18KCV, 4 Ton Variable Speed Air Conditioner 1 Phase R-454B Up to 19.50 SEER2",25U60,Equipment,6227.40000,Inventory
25U61,"Lennox Elite, EL18KCV, 5 Ton Variable Speed Air Conditioner 1 Phase R-454B Up to 19.50 SEER2",25U61,Equipment,7122.27000,Inventory
25U65,"Merit, ML17KC2, 5 Ton\CRTwo-stage Air Conditioner\CR1 Phase\CRR-454B\CRUp to 17.00 SEER2",25U65,Equipment,6227.40000,Inventory
264-79,Acid Away,,Material,136.80000,Inventory
264-80,"Sight Glass 1/4""",,Material,0.00000,Inventory
264-82,"Sight Glass 3/8""",,Material,0.00000,Inventory
264-82S,"SIGHT GLASS SWEAT 3/8""",,Material,123.14000,Inventory
264-83,"Sight Glass 1/2""",,Material,0.00000,Inventory
264-86S,"SIGHT GLASS SWEAT 5/8""",,Material,161.03000,Inventory
264-88S,SIGHT GLASS 7/8 SWEAT,,Material,0.00000,Inventory
264-90,"Sight Glass 1-1/8""",,Material,0.00000,Inventory
265-00,Filter Drier 032,,Material,0.00000,Inventory
265-011,Filter Drier 032SVCAP- W/ Access Valve,,Material,102.08000,Inventory
265-02,"Filter Drier 052S 1/4"" ODF Solder Liquid Line Filter Drier 1/3 - 2 Ton (5 Cubic Inches)",,Material:Copper,85.33000,Inventory
265-04,Filter Drier 053,,Material,0.00000,Inventory
265-05,Filter Drier 053s,,Material,84.29000,Inventory
265-07,Filter Drier 082,,Material,0.00000,Inventory
265-08,Filter Drier 082s,,Material,0.00000,Inventory
265-09,Filter Drier 083,,Material,0.00000,Inventory
265-10,Filter Drier 083S,,Material,92.61000,Inventory
265-11,Filter Drier 084,,Material,0.00000,Inventory
265-12,"Drier, sealed, 1/2"" ODF, 8 Cu. In.",,Material,121.72000,Inventory
265-13,Filter Drier 162,,Material,0.00000,Inventory
265-14,Filter Drier 162s,,Material,0.00000,Inventory
265-15,Filter Drier 163,,Material,0.00000,Inventory
265-16,Filter Drier 163S,,Material,94.80000,Inventory
265-165/4S,"DHY01470 DRIER DCL 165/4S Liquid Line Drier. 16CU Inlet 5/8"" Solder Outlet 1/2"" Solder",,Material,70.14000,Inventory
265-16C,Copper Spun Filter Drier C163S,,Material,125.08000,Inventory
265-17,Filter Drier 164,,Material,0.00000,Inventory
265-18,Filter Drier 164s,,Material,97.72000,Inventory
265-19,Filter Drier 165,,Material,0.00000,Inventory
265-20,Filter Drier 165s,,Material,0.00000,Inventory
265-200,Filter Drier 167s,,Material,0.00000,Inventory
265-21,Filter Drier 303,,Material,0.00000,Inventory
265-22,Filter Drier 303s,,Material,0.00000,Inventory
265-23,Filter Drier 304,,Material,0.00000,Inventory
265-24,Filter Drier 304s,,Material,0.00000,Inventory
265-25,Filter Drier 305,,Material,0.00000,Inventory
265-26,Filter Drier 305s,,Material,0.00000,Inventory
265-260,Filter Drier 306s,,Material,0.00000,Inventory
265-30,Pencil Filter Drier W/access Valve,,Material,63.75000,Inventory
265-32,Filter Drier 415,,Material,0.00000,Inventory
265-33,Filter Drier 415s,,Material,0.00000,Inventory
265-38,Pencil Filter Drier,,Material,0.00000,Inventory
265-48,Bi-flow Filter Drier BF163S,,Material,0.00000,Inventory
265-49,Bi-flow Filter Drier Bf164,,Material,0.00000,Inventory
265-51,Bi-flow Filter Drier Bf164s,,Material,0.00000,Inventory
265-52,DRIER SUCTION LINE ASK-309S,,Material,289.22000,Inventory
266-01,"7/8"" Discharge Muffler",,Material,0.00000,Inventory
266-19,Drier Core H-100 (all),,Material,0.00000,Inventory
266-20,Drier Core D-48 (all),,Material,120.95000,Inventory
26Z81,"Healthy Climate, HCC10-22, Media Air Cleaner Cabinet 18.5 x 22 x 7 Inch",,Equipment,263.32000,Inventory
26Z83,"Healthy Climate, HCC08-21, Media Air Cleaner Cabinet\CR21.25 X 20.6 X 7 Inch",,Equipment,258.40000,Inventory
26Z84,"LENNOX Healthy Climate, HCC19-25, Media Air Cleaner Cabinet 21.25 X 24 X 7 Inch",,Material,270.18000,Inventory
26Z88,"Healthy Climate HCF10-16, Disposable Pleated Box Filter 17 X 21 X 5 Inch, MERV 16",,Material:Filters,324.83000,Inventory
26Z91,"LENNOX Healthy Climate HCF19-16, Disposable Pleated Box Filter 20 X 22 X 5 Inch, MERV 16",,Material:Filters,425.33000,Inventory
273-03,Refrigerant Safety Locking Cap (Mini Split),,Material,0.00000,Inventory
273-04,Refrigerant Safety Locking Cap (Universal),,Material,36.14000,Inventory
273-06,"Tapaline Bpv31 1/4"", 5/16"", And 3/8""",,Material,32.52000,Inventory
273-08,"Tapaline Bpv21 1/2 -5/8""",,Material,0.00000,Inventory
273-12,Schrader Access Valve with Stem,,Material,0.00000,Inventory
273-13,Schrader Valve Cores Watavc6,,Material,0.00000,Inventory
273-14,"Schrader 1/4"" Cap Watqc4",,Material,0.00000,Inventory
273-15,"Swivel Access Tee 1/4""",,Material,0.00000,Inventory
273-74,Tx Valve Orifice #1 Yellow QC-1,,Material,0.00000,Inventory
273-80,Tx Valve Orifice #4 Pink QC-4,,Material,0.00000,Inventory
273-82,Tx Valve Orifice #5 Black QC-5,,Material,0.00000,Inventory
273-84,Tx Valve Orifice #6 White QC-6,,Material,0.00000,Inventory
273-91,Txv All,,Material,0.00000,Inventory
27566,"TRAULSEN 27566 23 1/2""X59 1/2"" PUSH GASKET",,Material:Refrigeration,288.90000,Inventory
27A12,"Lennox, ECB45-4CB, 4 kW Electric Heat Kit with Circuit Breaker, 208-230 VAC 1 Ph",,Equipment,257.20000,Inventory
27A15,"Lennox, ECB45-10CB, 10 kW Electric Heat Kit with Circuit Breaker, 208-230 VAC 1 Ph",,Equipment,276.90000,Inventory
27A21,"Lennox ECB47-8-P, Electric Heat Kit",,Equipment,252.94000,Inventory
27A27,"Lennox ECB47-9CB-P, Electric Heat Kit",27A27,Material,436.03000,Inventory
27A29,"Lennox ECB47-4CB-P, Electric Heat Kit",27A29,Material,242.82000,Inventory
27A32,"Lennox ECB47-8CB-P, Electric Heat Kit",,Material,332.81000,Inventory
27A49,"Lennox ECB48-8-P, Electric Heat Kit",,Material,298.57000,Inventory
27A53,"Lennox ECB48-8CB-P, Electric Heat Kit",,Material,290.21000,Inventory
27A54,"Lennox ECB48-9CB-P, Electric Heat Kit",27A54,Material,394.05000,Inventory
27B17,"Elite, CBK47UHET, 3.5 Ton Refrigerant Versatile Air Handler Up flow/Horizontal R-410A",,Equipment,2093.79000,Inventory
27V51,"Lennox L40, Smart Programmable Thermostat Wi-Fi Touchscreen 1H/1C conventional 2H/1C heat pump application",,Material,292.88000,Inventory
29A12,"Merit, CBA25UH, 4 Ton Multi-Speed Air Handler Up flow/Horizontal",,Equipment,2000.07000,Inventory
"""2HOLE 1 1/2"" STRAP""",1-1/2 in. PVC Conduit Clamp,,Material,4.56000,Non Inventory
"""2HOLE 1 1/4"" STRAP""","2HOLE 1 1/4"" STRAP",,Material,23.71000,Non Inventory
"""2HOLE 2 1/2"" STRAP""","2HOLE 2 1/2"" STRAP",,Material,14.32000,Non Inventory
"""2HOLE 2"" STRAP""","2HOLE 2"" STRAP",,Material,9.22000,Non Inventory
"""2HOLE 3/4"" STRAP""","2HOLE 3/4"" STRAP",,Material,0.00000,Non Inventory
2VP50,"TB WOODS Variable Pitch V-Belt Pulley: 2 Groove, 4.75 in Outside Dia, 5/8 in Bore Dia, 2VP50",,Material,123.58000,Inventory
3/16 HAMMER DRILL BIT,3/16 in. SHOCKWAVE Carbide Hammer Drill Bits,,Material,0.00000,Non Inventory
3/8 COMPX 1/2 MIP ADATER BRASS,3/8 in. Comp x 1/2 in. MIP Brass Adapter,'887480007695',Material,82.23000,Inventory
3/8X3/8 COMP COUP,3/8 in. x 3/8 in. Comp Brass Coupling,,Material,54.12000,Inventory
300-02,Copeland Valve Plate,,Material,0.00000,Inventory
300-04,"Delfield 323-3992 Peristaltic Pump Hose 9""",,Material,0.00000,Inventory
300-05,Copeland Oil Pressure Control #585-1066-02,,Material,0.00000,Inventory
300-076,Kason 1245-R&F Nylon Rod & Follower,,Material,0.00000,Inventory
300-079,Kason 1245-cam-2 Nylon Cam For All Other Offsets,,Material,0.00000,Inventory
300-082,Kason R50-cam (nylon),,Material,0.00000,Inventory
300-083,Spring Kit For 1255 & 1256 Hinge Part # 1255-S,,Material:Refrigeration,165.25000,Inventory
300-084,Kason 1256-B Brushed Chrome Flush Offset Reversible Cam Lift Hinge,,Material:Refrigeration,269.53000,Inventory
300-087,"Kason 1268-cam Hinge Cam Only For 1267, 1",,Material,0.00000,Inventory
305-04,Fast-stat 3000 Wiring Extender,,Material,0.00000,Inventory
305-05,Focus Pro Non-Programable Thermostat 1H/1CTH1110U4000/U,,Material,123.40000,Inventory
305-06,HONEYWELL PRO 9000 TH9320WF5003 WIFI COLOR TOU,,Material,602.24000,Inventory
305-07,T-stat T87f(all Colors),,Material,0.00000,Inventory
305-08,Goof Backplate / universal,,Material,0.00000,Inventory
305-12,HONEYWELL T6 PRO THERMOSTAT PROGRAMMABLE 2/HE,,Material,320.01000,Inventory
305-13BLK,ELITEPRO™ S1200 SMART THERMOSTAT WITH ROOM SENSOR/BLACK System Application: Residential & light commercial; Stages Heat/Cool: Up to 4H/2C heat pump or,,Material,604.60000,Inventory
305-13WHT,ELITEPRO™ S1200 SMART THERMOSTAT WITH ROOM SENSOR/BLACK System Application: Residential & light commercial; Stages Heat/Cool: Up to 4H/2C heat pump or,,Material,604.60000,Inventory
305-15,Honeywell Digital Pro1000 Vertical T-stat 1-stage Non-program,,Material,155.08000,Inventory
305-17,"TH8321R1001 Vision PRO 8000 w/Red Link & IAQ Contacts, Programmable, 3H/2C, Touchscreen Thermostat Replacement for Honeywell Genuine Original Equipmen",,Material,590.74000,Inventory
305-17A,HONEYWELL TH8321WF1001 WI-FI VISION-PRO 8000 3,,Material,0.00000,Inventory
305-27,Johnson Control TE-67NT,,Material,0.00000,Inventory
305-28,Johnson Controls TE-6311P-1 Duct Probe Temp. Sensor Kit,,Material,0.00000,Inventory
305-41,Honeywell Wireless Mini Zone Panel Emmu-3,,Material,0.00000,Inventory
305-43,Honeywell Wireless Receiver,,Material,0.00000,Inventory
305-48,"Nomad Uv Light Bulb 9"" Dustfree 06035",,Material,0.00000,Inventory
305-78,REMOTE TEST STATION SMOKE DETECTOR (all Types),,Material,0.00000,Inventory
305-84,Sample Tube (all Sizes),,Material,0.00000,Inventory
307-00,Aux Contact Points,,Material,79.13000,Inventory
307-01,Contactor 40a 1p 24v,,Material,73.83000,Inventory
307-02,Contactor 30a 2p 240v,,Material,0.00000,Inventory
307-03,Contactor 30a 3p 120v,,Material,0.00000,Inventory
307-04,Contactor 30a 3p 240v,,Material,0.00000,Inventory
307-05,Contactor 40a 2p 120v,,Material,0.00000,Inventory
307-06,Contactor 40a 2p 240v,,Material,89.45000,Inventory
307-07,Contactor 40a 3p 120v,,Material,0.00000,Inventory
307-08,Contactor 40a 3p 240v,,Material,195.49000,Inventory
307-10,Contactor 30a 2p 24v,,Material,0.00000,Inventory
307-12,Contactor 30a 3p 24v,,Material,0.00000,Inventory
307-13,Contactor 40a 2p 24v,,Material,72.76000,Inventory
307-14,Contactor 40a 3p 24v,,Material,130.37000,Inventory
307-15,Contactor 50a 3p 120v,,Material,178.92000,Inventory
307-16,Contactor 50a 3p 240v,,Material,228.94000,Inventory
307-18,Contactor 50a 2p 24v,,Material,67.25000,Inventory
307-19,Contactor 50a 3p 24v,,Material,198.02000,Inventory
307-21,Contactor 60a 3p 24v,,Material,0.00000,Inventory
307-23,Contactor 30a 2p 120v,,Material,0.00000,Inventory
307-25,Contactor 60a 3p 120v,,Material,0.00000,Inventory
307-26,Contactor 60a 3p 240v,,Material,0.00000,Inventory
307-27,Contactor 75a 3p 24v,,Material,285.89000,Inventory
307-28,Contactor 75a 3p 240v,,Material,0.00000,Inventory
307-34,US BREAKER NC1D1204-V120 CONTACTOR 12A 4 N,,Material,0.00000,Inventory
307-35,Us Breaker Lr36 Thermal Overload Relay,,Material,0.00000,Inventory
307-38,US BREAKER LR 25 A25 RELAY OVERLOAD,,Material,0.00000,Inventory
30GB660002,Carrier Factory Authorized Parts™ - 30GB660002 Thermistor/Sensor,,Material,734.32000,Inventory
30L26,"E40, Touchscreen Smart Thermostat",,Material,585.75000,Inventory
30V28,"Lennox, Electric Heat Assembly, 15KW EH 480V 3 Phase",,Equipment,1380.60000,Inventory
30Z03,"Elite, ELKA, 10 Ton Commercial Split System Air Handler 3 Phase R-454B Up flow/Horizontal 460 VOLT DUAL CIRCUIT",,Equipment,9703.85000,Inventory
